,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
17973,-0.326139,103.15070300000001,2015-07-16,29.0,Seberida,Indragiri Hulu,Riau
17998,-0.9357690000000001,102.22541,2015-07-16,41.0,Seberida,Indragiri Hulu,Riau
17999,-0.326139,103.15070300000001,2015-07-16,29.0,Seberida,Indragiri Hulu,Riau
18137,-0.913216,102.212959,2015-07-23,51.0,Seberida,Indragiri Hulu,Riau
18140,-0.862297,101.91855600000001,2015-07-23,66.0,Peranap,Indragiri Hulu,Riau
18336,-0.842464,102.216339,2015-07-25,75.0,Seberida,Indragiri Hulu,Riau
18337,-0.854197,102.13356,2015-07-25,79.0,Seberida,Indragiri Hulu,Riau
18340,-0.842448,102.087906,2015-07-25,44.0,Seberida,Indragiri Hulu,Riau
18341,-0.803157,102.23224599999999,2015-07-25,77.0,Seberida,Indragiri Hulu,Riau
18342,-0.8044680000000001,102.223099,2015-07-25,44.0,Seberida,Indragiri Hulu,Riau
18344,-0.730463,101.971489,2015-07-25,69.0,Peranap,Indragiri Hulu,Riau
18345,-0.6885180000000001,102.135201,2015-07-25,76.0,Pasir Penyu,Indragiri Hulu,Riau
18484,-0.8847950000000001,102.101845,2015-07-27,77.0,Seberida,Indragiri Hulu,Riau
18486,-0.578178,102.661819,2015-07-27,91.0,Seberida,Indragiri Hulu,Riau
18487,-0.579901,102.649567,2015-07-27,99.0,Seberida,Indragiri Hulu,Riau
18561,-0.8972319999999999,102.204,2015-07-03,100.0,Seberida,Indragiri Hulu,Riau
18562,-0.682909,102.14299999999999,2015-07-03,100.0,Pasir Penyu,Indragiri Hulu,Riau
18573,-0.8495149999999999,102.051,2015-07-04,98.0,Seberida,Indragiri Hulu,Riau
18574,-0.7414470000000001,102.45100000000001,2015-07-04,82.0,Seberida,Indragiri Hulu,Riau
18584,-0.886437,101.943,2015-07-05,36.0,Peranap,Indragiri Hulu,Riau
18585,-0.8784360000000001,101.94200000000001,2015-07-05,53.0,Peranap,Indragiri Hulu,Riau
18586,-0.8640180000000001,101.919,2015-07-05,71.0,Peranap,Indragiri Hulu,Riau
18645,-0.78036,101.897,2015-07-06,66.0,Peranap,Indragiri Hulu,Riau
18674,-0.920143,102.21799999999999,2015-07-09,83.0,Seberida,Indragiri Hulu,Riau
18675,-0.899666,102.215,2015-07-09,75.0,Seberida,Indragiri Hulu,Riau
18677,-0.8581340000000001,102.09700000000001,2015-07-09,100.0,Seberida,Indragiri Hulu,Riau
18679,-0.614269,102.62299999999999,2015-07-09,45.0,Seberida,Indragiri Hulu,Riau
19009,-0.873179,102.061,2015-07-11,100.0,Seberida,Indragiri Hulu,Riau
19010,-0.8744370000000001,102.069,2015-07-11,100.0,Seberida,Indragiri Hulu,Riau
19011,-0.8802559999999999,102.059,2015-07-11,100.0,Seberida,Indragiri Hulu,Riau
19012,-0.8815120000000001,102.06700000000001,2015-07-11,78.0,Seberida,Indragiri Hulu,Riau
19013,-0.656528,102.131,2015-07-12,77.0,Pasir Penyu,Indragiri Hulu,Riau
19019,-1.0,102.615,2015-07-14,100.0,Seberida,Indragiri Hulu,Riau
19067,-0.930743,102.219,2015-07-16,87.0,Seberida,Indragiri Hulu,Riau
19127,-0.8940520000000001,102.194,2015-07-20,50.0,Seberida,Indragiri Hulu,Riau
19128,-0.8208799999999999,101.87200000000001,2015-07-20,82.0,Peranap,Indragiri Hulu,Riau
19133,-0.42283699999999996,102.00200000000001,2015-07-20,85.0,Peranap,Indragiri Hulu,Riau
19134,-0.41658999999999996,102.0,2015-07-20,97.0,Peranap,Indragiri Hulu,Riau
19147,-0.919617,102.242,2015-07-21,41.0,Seberida,Indragiri Hulu,Riau
19148,-0.900465,102.208,2015-07-21,39.0,Seberida,Indragiri Hulu,Riau
19149,-0.8974280000000001,102.21,2015-07-21,45.0,Seberida,Indragiri Hulu,Riau
19150,-0.850507,102.25399999999999,2015-07-21,95.0,Seberida,Indragiri Hulu,Riau
19151,-0.866165,101.88,2015-07-21,47.0,Peranap,Indragiri Hulu,Riau
19152,-0.693062,102.03,2015-07-21,53.0,Peranap,Indragiri Hulu,Riau
19252,-0.905265,101.93,2015-07-25,65.0,Peranap,Indragiri Hulu,Riau
19253,-0.8408190000000001,102.21799999999999,2015-07-25,97.0,Seberida,Indragiri Hulu,Riau
19254,-0.797552,102.226,2015-07-25,80.0,Seberida,Indragiri Hulu,Riau
19255,-0.776022,102.25399999999999,2015-07-25,68.0,Seberida,Indragiri Hulu,Riau
19332,-0.9203,102.23899999999999,2015-07-26,91.0,Seberida,Indragiri Hulu,Riau
19333,-0.901217,102.22,2015-07-26,39.0,Seberida,Indragiri Hulu,Riau
19334,-0.894033,102.219,2015-07-26,35.0,Seberida,Indragiri Hulu,Riau
19335,-0.85235,101.976,2015-07-26,87.0,Peranap,Indragiri Hulu,Riau
19336,-0.785518,102.02600000000001,2015-07-26,58.0,Peranap,Indragiri Hulu,Riau
19337,-0.780968,102.02600000000001,2015-07-26,60.0,Peranap,Indragiri Hulu,Riau
19338,-0.795592,101.882,2015-07-26,87.0,Peranap,Indragiri Hulu,Riau
19341,-0.719097,101.844,2015-07-26,78.0,Peranap,Indragiri Hulu,Riau
19398,-0.574756,102.661,2015-07-27,100.0,Seberida,Indragiri Hulu,Riau
19465,-1.0,102.60600000000001,2015-07-28,45.0,Seberida,Indragiri Hulu,Riau
19568,-0.5681039999999999,102.65,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19569,-0.569239,102.65700000000001,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19570,-0.570379,102.664,2015-07-28,46.0,Seberida,Indragiri Hulu,Riau
