,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
6201,-0.127472698689,101.52479553200001,2019-08-21,64.0,Kuatan Hilir,Kab. Kuantan Singingi,Riau
6329,-0.75997209549,101.832084656,2019-08-22,37.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
6437,-0.7892422676090001,101.840789795,2019-08-23,70.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
6495,-0.7538199999999999,101.833,2019-08-23,80.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
6496,-0.7507699999999999,101.825,2019-08-23,49.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
6529,-0.78746945,101.84538269,2019-08-23,68.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
6704,-0.830013632774,101.66681671100001,2019-08-23,3.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
6730,-0.82992142,101.66237640000001,2019-08-23,81.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
8706,-0.818420231342,101.676643372,2017-04-23,31.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
8707,-0.782231986523,101.79821777299999,2017-04-23,19.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
