,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
12278,1.036923,102.70118000000001,2014-02-26,61.0,Rangsang Barat,Kepulauan Meranti,Riau
12514,0.7646470000000001,103.09716,2015-02-01,31.0,Tebing Tinggi,Kepulauan Meranti,Riau
12515,1.020355,103.031189,2015-02-01,54.0,Tebing Tinggi,Kepulauan Meranti,Riau
12595,1.060357,102.9776,2015-02-17,26.0,Tebing Tinggi,Kepulauan Meranti,Riau
12736,0.968201,103.010086,2015-02-15,30.0,Tebing Tinggi,Kepulauan Meranti,Riau
12909,1.0,102.992,2015-02-25,57.0,Tebing Tinggi,Kepulauan Meranti,Riau
12924,0.9711350000000001,103.008,2015-02-28,29.0,Tebing Tinggi,Kepulauan Meranti,Riau
12925,0.93611,102.58,2015-02-28,72.0,Tebing Tinggi,Kepulauan Meranti,Riau
12926,1.00384,102.73,2015-02-28,55.0,Tebing Tinggi,Kepulauan Meranti,Riau
12927,1.00288,102.72399999999999,2015-02-28,62.0,Tebing Tinggi,Kepulauan Meranti,Riau
12928,0.94758,102.238,2015-02-28,68.0,Tebing Tinggi,Kepulauan Meranti,Riau
12929,0.9465680000000001,102.23200000000001,2015-02-28,80.0,Tebing Tinggi,Kepulauan Meranti,Riau
12957,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12961,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12965,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12969,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12973,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12977,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12982,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12993,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
12998,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13003,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13008,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13013,1.390096,102.246864,2016-02-04,61.0,Merbau,Kepulauan Meranti,Riau
13014,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13018,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13023,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13028,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13033,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13038,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13043,0.778404,103.105,2016-02-03,96.0,Tebing Tinggi,Kepulauan Meranti,Riau
13128,1.0,102.462677,2016-02-17,28.0,Merbau,Kepulauan Meranti,Riau
13129,1.389769,102.46701,2016-02-17,45.0,Merbau,Kepulauan Meranti,Riau
13130,1.256895,125.05032299999999,2016-02-18,65.0,Merbau,Kepulauan Meranti,Riau
13141,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13147,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13153,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13159,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13165,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13171,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13177,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13183,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13189,1.39428,102.24600000000001,2016-02-18,66.0,Merbau,Kepulauan Meranti,Riau
13191,1.0,102.430428,2016-02-21,30.0,Merbau,Kepulauan Meranti,Riau
13192,-7.0,112.756,2016-02-20,70.0,Merbau,Kepulauan Meranti,Riau
13194,1.2717100000000001,102.22200000000001,2016-02-23,48.0,Merbau,Kepulauan Meranti,Riau
13197,1.2717100000000001,102.22200000000001,2016-02-23,48.0,Merbau,Kepulauan Meranti,Riau
13200,1.2717100000000001,102.22200000000001,2016-02-23,48.0,Merbau,Kepulauan Meranti,Riau
13203,1.2717100000000001,102.22200000000001,2016-02-23,48.0,Merbau,Kepulauan Meranti,Riau
