,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
36373,1.9843279999999999,101.30938,2015-07-09,69.0,Dumai Barat,Kota Dumai,Riau
36382,1.7317200000000001,101.272476,2015-07-09,40.0,Dumai Barat,Kota Dumai,Riau
36444,2.09465,101.20105699999999,2015-07-11,58.0,Dumai Barat,Kota Dumai,Riau
36455,1.869921,101.195984,2015-07-11,44.0,Dumai Barat,Kota Dumai,Riau
36466,1.743364,101.294273,2015-07-11,36.0,Dumai Barat,Kota Dumai,Riau
36471,1.6785830000000002,101.312309,2015-07-11,41.0,Dumai Barat,Kota Dumai,Riau
36475,1.670375,101.300133,2015-07-11,26.0,Dumai Barat,Kota Dumai,Riau
36565,1.679888,101.29278599999999,2015-07-18,63.0,Dumai Barat,Kota Dumai,Riau
36567,1.689805,101.291313,2015-07-18,81.0,Dumai Barat,Kota Dumai,Riau
36698,2.088717,101.194916,2015-07-23,47.0,Dumai Barat,Kota Dumai,Riau
36707,1.680323,101.298294,2015-07-15,93.0,Dumai Barat,Kota Dumai,Riau
36708,1.678769,101.287384,2015-07-15,100.0,Dumai Barat,Kota Dumai,Riau
36718,1.7168,101.33157299999999,2015-07-15,44.0,Dumai Barat,Kota Dumai,Riau
36727,1.979712,101.241486,2015-07-15,78.0,Dumai Barat,Kota Dumai,Riau
36749,1.684323,101.299767,2015-07-16,44.0,Dumai Barat,Kota Dumai,Riau
36750,1.6764080000000001,101.28864300000001,2015-07-16,52.0,Dumai Barat,Kota Dumai,Riau
36751,1.674969,101.298401,2015-07-16,78.0,Dumai Barat,Kota Dumai,Riau
36771,1.6846990000000002,101.29414399999999,2015-07-18,31.0,Dumai Barat,Kota Dumai,Riau
36772,1.667139,101.294647,2015-07-18,62.0,Dumai Barat,Kota Dumai,Riau
36776,1.672979,101.304649,2015-07-20,72.0,Dumai Barat,Kota Dumai,Riau
36779,1.670122,101.47028399999999,2014-01-02,38.0,Bukit Kapur,Kota Dumai,Riau
36808,1.530087,101.631279,2014-01-29,67.0,Bukit Kapur,Kota Dumai,Riau
37005,1.729284,101.235001,2014-02-12,94.0,Dumai Barat,Kota Dumai,Riau
37006,1.7279349999999998,101.225601,2014-02-12,28.0,Dumai Barat,Kota Dumai,Riau
37010,1.747855,101.29924,2014-02-12,74.0,Dumai Barat,Kota Dumai,Riau
37014,1.7570150000000002,101.297913,2014-02-12,46.0,Dumai Barat,Kota Dumai,Riau
37022,1.976868,101.228249,2014-02-12,42.0,Dumai Barat,Kota Dumai,Riau
37023,1.996548,101.23494699999999,2014-02-12,38.0,Dumai Barat,Kota Dumai,Riau
37024,1.9952,101.22558599999999,2014-02-12,61.0,Dumai Barat,Kota Dumai,Riau
37025,2.004366,101.22425799999999,2014-02-12,58.0,Dumai Barat,Kota Dumai,Riau
37026,2.026711,101.249664,2014-02-12,72.0,Dumai Barat,Kota Dumai,Riau
37027,2.025375,101.240318,2014-02-12,86.0,Dumai Barat,Kota Dumai,Riau
37028,2.033051,101.243004,2014-02-12,74.0,Dumai Barat,Kota Dumai,Riau
37147,1.479432,101.402008,2014-02-14,49.0,Bukit Kapur,Kota Dumai,Riau
37148,1.5609819999999999,101.652237,2014-02-14,97.0,Bukit Kapur,Kota Dumai,Riau
37149,1.559026,101.638878,2014-02-14,40.0,Bukit Kapur,Kota Dumai,Riau
37152,1.5662260000000001,101.459358,2014-02-14,31.0,Bukit Kapur,Kota Dumai,Riau
